train_x,train_y
"而在1985年胡耀邦下野时，习近平之父习仲勋、薄熙来之父薄一波扮演的截然不同角色和立场，被部分媒体诠释为团派在十余年后的反击。
",3
"耶律擘失母亲白氏，同胞姊妹有耶律十哥、耶律八哥、耶律泰哥。
",4
"鲁宾利臣蒙迪路费利拿，出生于圣路易斯 圣路易斯，巴西职业足球运动员，司职中场。
",0
"崎谷诚一，日本足球运动员，前日本国家足球队成员。
",0
"内野正雄，日本足球运动员，前日本国家足球队成员。
",0
"长南年惠是一位日本明治时代超能力者，出身于山形县鹤冈市。
",0
"演阿尔伯特的杰瑞米欧文是20岁的英国新演员，为了拍好影片他特意接受了两个月的驯马课程的学习，以便让他和马之间产生一种可信的感情。
",0
"田中真二，日本足球运动员，前日本国家足球队成员。
",0
"诸葛融，诸葛瑾三子，在父兄中特别奢侈，诸葛恪被诛后饮药而死。
",3
"英国海军探险队队员马修福林达斯在1802年2月发现林肯港，由于它是座好港，马修福林达斯就以家乡兰开厦的字头命名港名，因为探险队发现这附近是有澹水可以取用，由于有这个优点，没多久林肯港就成为当时南澳洲首府。
",2
"赵元僖的弟弟宋真宗继位后，恢复了哥哥的太子谥号。
",4
"日本国家足球队中山雅史、名波浩、服部年宏。
",0
"桥本英郎是一位日本足球运动员，出生于大坂，效力于大坂飞脚，立下许多功劳，位置中场边锋。
",0
"盖乌斯尤利乌斯凯撒奥古斯都日耳曼尼库斯，罗马帝国第三任皇帝，后世史学家常称其为卡利古拉。
",1
"1810年3月11日，18岁的奥地利女大公玛丽路易莎嫁给法国皇帝拿破仑一世，这是一宗政治婚姻，婚礼于1810年4月1日罗浮宫举行。
",0
"父亲是伊势氏分家家督伊势盛定，也是伊势氏本家家督伊势贞时的养子，育有儿子北条氏纲、北条氏时、葛山氏广和北条幻庵北条长纲。
",4
"徐根宝率领的国二队培养出了一大批之后十余年内中国足球举足轻重的知名球星，如范志毅、徐弘、高洪波、黎兵、王涛 王涛、江洪、胡志军、李晓、成耀东、翟飙、蔡晟、马明宇、张军 张军、冯志刚等等。
",0
"陆抗娶张承女，有6名儿子，分别为陆晏、陆景、陆玄、陆机、陆云和陆耽。
",3
"反应以德国化学家阿道夫威廉赫尔曼科尔贝和鲁道夫施密特命名。
",5
"香川幸，日本足球运动员，前日本国家足球队成员。
",0
"佩皮二世原被认为是佩皮一世之子，但根据现代的考古结果，他更可能是佩皮一世之孙。
",3
"朝永振一郎在旧制第三高等学校 第三高等中学毕业后，于1926年进入京都帝国大学理学院物理学系就读。
",5
"列传第八 宣五王 司马干平原王干 司马伷琅邪王伷 司马京清惠亭侯京 司马骏扶风王骏 司马肜梁王肜 文六王司马攸齐献王攸 司马兆城阳哀王兆 司马定国辽东悼惠王定国 司马广德广汉殇王广德 司马鉴乐安平王鉴 司马机燕王机司马永祚司马延祚乐平王延祚。
",4
"周美青，生于英属香港香港，籍贯南京市，中华民国第一夫人、现任总统马英九的妻子，夫妇育有马唯中、马元中二女。
",3
"1791年玛丽路易莎，法兰西帝国皇帝拿破仑一世的第二任皇后。
",1
"巴列维也主持举办了庆祝居鲁士二世建立阿契美尼德王朝波斯帝国的波斯帝国成立2500周年庆典。
",2
"父母温兆宇小彬彬、黄美玲兄弟姐妹  温玄煜迷你彬温玄熙萌萌彬。
",2
"和熹皇后，名邓绥，为东汉和帝第二位皇后、东汉女政治家，南阳郡南阳新野人。
",0
"克莱尔卡梅伦帕特森，美国地质学家和地球化学家，出生于美国艾奥瓦州米切尔维尔，芝加哥大学博士，在加州理工学院任教。
",5
"美斯祖卡是一名丹麦前锋 前锋球员，现效力印度超级联赛球会德里戴拿模。
",0
"嫡长兄季子，中国西周齐国国君齐丁公伋的嫡长子，姜太公的孙子。
",2
"2012年7月，庄佳杰回归杭州绿城，并被主教练冈田武史列入杭州绿城征战2012年中国足球超级联赛的预备队名单。
",0
"冷次、包立、和奥托施特恩使汉堡大学的理论物理学院成为一个核子物理的国际中心，与在慕尼黑大学、哥廷根大学、和哥本哈根大学的理论物理学院，都保持紧密的关系。
",5
"穆后，东周第12代天子周景王的王后，太子寿的母亲。
",3
"丰干，生卒年不详，唐朝天台山 天台山国清寺高僧，与寒山、拾得一同被誉为国清三隐。
",5
"，克洛诺斯之子与宙斯和波塞冬的兄弟，祂乃冥界中之希腊神明。
",2
"第18分钟日本队宫间绫左路传中，溷战中球打在川澄奈穂美腿上弹进球门。
",0
"目前有一个请愿活动要求好莱坞星光大道给普文斯颁发星章，以纪念她在电影业上的贡献。
",6
"1856年在巴黎国会为卡米洛奔索迪加富尔伯爵加富尔准备罗马尼亚省备忘录，以解决克里米亚战争问题。
",6
"皮雷斯毕业于梅斯足球俱乐部梅斯青年足球学校，在1993年获选在甲队出场首战里昂足球会里昂，皮利斯在梅斯逗留了六季，合共出赛162场及射入43球，并夺得法国联赛杯，于1998年以500万英镑转会马赛足球俱乐部马赛。
",0
"在628年推古天皇死时，摩理势寻求山背大兄王，圣德太子儿子即位。
",3
"之后德尔加多又在2009年美洲金杯出场3次，也曾在2010年世界杯预选赛中代表哥斯达黎加出场。
",0
"冰冰曾有多次生育经验，产下过10多只幼仔，其中包括雌性大熊猫娇子、伦伦，雄性大熊猫冰星等。
",3
"邓骘，字昭伯，为东汉外戚、权臣、着名将领，南阳新野人，是云台二十八将之首太傅邓禹的孙子邓训之长子，和熹皇后邓绥的哥哥。
",4
"宙斯长大后，从父亲肚内救出兄弟姐妹，于是以前被吞下的波塞顿、黑帝斯、希拉、狄蜜特和赫斯提亚荷丝缇雅便再生了。
",4
"张禧嫔张氏意图谋害仁显王后被淑嫔崔氏同伊识破之后，使得朝鲜肃宗肃宗决定迎接仁显王后闵氏回宫，并把张禧嫔张氏重新降为嫔。
",1
"18世纪末，西班牙马德里植物园首次种植大波斯菊，从此大波斯菊被该植物园的园长、大波斯菊的命名人安东尼奥何塞卡瓦尼列斯引入欧洲而日本则是在1887年引进此花。
",0
"虽然这些是最广为人知的语言，但人们还知道他会讲葡萄牙语，因为它是费南迪斯出生地佛得角的官方语言。
",0
"孔祥柯，字则君，山东曲阜人，孔子七十五代孙，教育家、政治家、社会活动家。
",0
"于乐出身于北京国安，在2006年以2万元转会到河南建业。
",0
"这三位物理学者分别为芝加哥大学的南部阳一郎、高能加速器研究机构的小林诚、京都大学京都大学基础物理学研究所的益川敏英。
",5
"他在2004年开始入选国家队，图穆还随喀麦隆队参加了2006年世界杯非洲区预选赛。
",0
"余地，原名余新进，湖北省宜都市姚家店镇人，居于云南省昆明市梁源三区。
",6
"田荣立田儋的儿子田巿为齐王，要求楚国交出田假，赵国杀掉田角，楚国赵国不理。
",4
"卡拿奥，全名为卡洛斯阿历山大苏沙施华，1986年8月1日生于里约热内卢，巴西职业足球运动员，现效力于日本职业足球联赛球会鹿岛鹿角。
",0
"异母兄弟后圆融天皇永助法亲王尧性法亲王尧仁法亲王亮仁法亲王行助法亲王某皇子觉增法亲王觉叡法亲王道圆法亲王圣助法亲王宽守法亲王宽教法亲王某皇子。
",4
"冯行袭，字正臣，封长乐郡王，谥忠敬，晚唐军阀，后依附取代唐朝的后梁。
",0
"山野孝义，日本足球运动员，前日本国家足球队成员。
",0
"王一楠演员兼主持人，毕业于上海戏剧学院，老公为演员高鑫。
",1
"杨修仪，名杨宗妙，宋仁宗宠妃，商国公主生母，定陶人，侍卫杨忠的女儿。
",1
"仙居公主朱轩姞、泰顺公主朱轩姬、香山公主朱轩嬁。
",4
"曹彰有一女嫁给东平相散骑常侍王昌。
",3
"施宜生宋朝宋金朝金时福建邵武人。
",6
"刘隐的女儿增城公主嫁给大长和皇帝郑仁旻，和正妻严夫人所生明惠皇后 清远公主刘德秀嫁给闽太子王延钧。
",1
"2007年8月25日雷蒙巴尔在巴黎慈恩谷军事医院去世，年83岁。
",6
"1094年5月，唐纳德的侄子、马尔科姆三世和第一任妻子因加芬斯多特尔因加的长子邓肯二世邓肯率领盎格鲁诺曼和英格兰联军进攻苏格兰，并得到了其同父异母弟埃德蒙 埃德蒙和岳父诺森布里亚伯爵的帮助。
",5
"就在1921年获得学位的前不久，他参加了剑桥大学圣约翰学院的入学测验。
",5
"唐佳庶出生于上海市，家乡为浙江省温州市，他在上海普陀区真如第三小学接受早期足球训练，后被徐根宝相中，加入根宝足球学校。
",0
"1994年12月1日，原籍新加坡的电视制作人蔡和平于香港九龙城区正式成立华侨娱乐电视广播有限公司，简称华娱电视家庭台。
",0
"施世范，施琅第八子，袭封靖海侯。
",3
"九月己亥，安葬齐归，鲁昭公不悲痛。
",3
"二川孝广是一位日本足球运动员，司职中场，效力于大坂飞脚 。
",0
"父亲林仙保为原台湾省高雄县台湾地方派系高雄市红派大老、前台湾省议会议员，生母沉若兰为林仙保的二房，有一妹林忆珊，林益世为林仙保之庶子。
",3
"2010年7月，布马获选入荷兰国家足球队，并在以11逼和乌克兰国家足球队乌克兰的赛事中首次代表荷兰上阵。
",0
"加布里瓦法罗皮奥，，文艺复兴时期欧洲医生之一，继法布里奇之后担任帕多瓦大学解剖学教授，指导其所在系的解剖学研究，该系正是以解剖学闻名。
",0
"朱彦西在次级联盟出色的表现打动了北京队主教练闵鹿蕾。
",0
"马马杜萨科，是一名法国足球运动员，现效力于英超球会利物浦足球俱乐部利物浦，司职中后卫。
",0
"普里阿普斯是希腊神话中的生殖之神，他是酒神狄俄尼索斯和阿佛洛狄忒之子，是家畜、园艺、果树、蜜蜂的保护神。
",2
"妹顾丽真，世界船王董浩云之妻。
",1
"林孝贤负责丽新集团上海地产项目香港广场，开业当日林建岳全家总动员出席，包括母亲余宝珠、哥哥林建名、弟弟林建康、儿子林孝贤及前妻谢玲玲，还有岳少旗下一班艺人到来撑场，包括杨千嬅、许志安、黄秋生、王菀之。
",2
"25 赉德公主阮福贞慎1826年1904年  阮氏宝  号梅庵，诗人，与阮福永贞、阮福静和并称阮朝三卿。
",4
"加纳孝，日本足球运动员，前日本国家足球队成员。
",0
"另有一些经典时代的神被鉴别出来，如宙斯赫拉夫妻、阿瑞斯、赫耳墨斯、雅典娜、阿耳忒弥斯、狄俄倪索斯、厄里倪厄斯等。
",4
"961年，赵匡胤母亲昭宪太后杜太后病危，召赵普入宫接受遗命。
",2
"梁思永，考古学家，梁启超第二子，原藉广东省新会县，出生于澳门，。
",3
"帝乙有子宋微子启微子启、宋微仲微仲衍及帝辛辛，一般无争议。
",3
"太姒周文王昌之正妃、周武王发之母。
",2
"生太子房陵王杨勇 杨勇，隋炀帝杨广，秦孝王杨俊，蜀王杨秀，汉王杨谅、北魏宣帝宇文赟皇后乐平公主杨丽华、兰陵公主杨阿五、广平公主。
",4
"经过长达多年的诉讼后，2006年7月7日，香港法庭对争产桉作出裁决，新马师曾女儿邓翠玉一方获胜诉，洪金梅败诉，并须向子女交出拥有前楚留香酒楼舖位公司的58股份。
",1
"埃雷尔森，巴西足球运动员，司职后卫 后卫，现效力于中超球队江苏舜天。
",0
"郑少秋一年后于台湾再与官晶华结婚，育有二女郑咏恩、郑咏曦。
",1
"2010年12月23日，台北市台北市市长市长郝龙斌公布2010年中华民国直辖市市长暨市议员选举连任后台北市政府市府新团队名单，中华民国交通部交通部常务次长陈威仁、台北市政府卫生局卫生局局长邱文祥担任台北市副市长副市长，市府秘书长则由陈永仁留任。
",0
"1701年布鲁克泰勒进入剑桥大学圣约翰学院，1709年他获得法学学士，1714年法学博士学位。
",5
"谢金燕的父亲是台湾知名主持人猪哥亮，母亲是猪哥亮第二任妻子林见如两人已于谢金燕就读小学四年级时离婚，并由母亲继续扶养谢金燕长大。
",2
"织田信长、织田信行、织田秀孝、织田信包、织田市、织田犬的生母。
",4
"大西忠生，日本足球运动员，前日本国家足球队成员。
",0
"前554年，石共子去世，石恶不悲哀。
",2
"在2008年8月10日进行的北京奥运会男子足球中国队与比利时队的小组赛当中，第52分钟中国队后卫谭望嵩恶意蹬踏对方球员下体，第63分钟中国队队长郑智肘击对方，均被红牌罚下，该场比赛中国队也以02告负，加之此前中国球员在国内外多次制造恶意犯规和球场暴力事件，这场比赛后，有网友将北京欢迎你改编成国足欢迎你以讽刺中国国家足球队。
",0
"1969年，玛利诺会士陆伯仁神父于香港九龙牛头角设立一所新的小学时，便取名柏德学校，以兹纪念柏增神父。
",6
"蒋英的扮演者张雨绮直言说她出演该片是因为最重要的就是谁来演钱学森。
",1
"2011年日本职业足球联赛2011赛季，工藤壮人25次出场打进7球，帮助柏雷素尔在升班的第一个赛季就获得日本顶级联赛冠军。
",0
"珍西摩在产后恢复迅速，送出先前签署的文件，正式宣布由国王陛下与我们之间至为合法婚姻所孕育的王子的诞生。
",2
"返回更衣室时，佩亚达再次出现多次心脏停顿，需要心肺复苏法救治，并送到市内医院深切治疗部抢救，延至2007年8月28日西班牙时间下午2时30分不治。
",6
"一说蜀汉灭亡后，庞德庞德之子庞会尽杀关氏为父报仇，关羽一脉已断。
",3
"1985年郑涛，中国足球运动员。
",0
"小泽通宏，日本足球运动员，前日本国家足球队成员。
",0
"佐野优子，，出生于日本大坂府高槻市，是日本女子排球运动员， 身高159公分，体重54公斤，场上位置为自由人。
",0
"珍西摩在产后恢复迅速，送出先前签署的文件，正式宣布由国王陛下与我们之间至为合法婚姻所孕育的王子的诞生。
",2
"子女有酒井忠雄、阿部正右、米津田恒、阿部正兴、安藤定振、阿部正至、女儿、女儿。
",4
"约翰内斯肯斯乃一名荷兰足球运动员，曾代表国家队出席1974年和1978年世界杯，已退役。
",0
"1973年马库斯奥尔巴克，瑞典足球运动员。
",0
"通称与九郎，是尾张大野城主佐治信方的嫡男，母亲是织田信秀之女，即织田信长之妹织田犬于犬之方，正室是织田信长的外甥女崇源院小督。
",4
"同年，曼雷，凯瑟琳杜埃尔和杜尚一同发起了匿名社，这是一家流动展馆，也是美国第一家现代艺术博物馆。
",0
"陈浩玮出生于台湾花莲县新城乡 新城乡，在复兴国小就读就开始练习足球，国中、高中分别在花莲的足球名校美仑国中、国立花莲高级农业职业学校花莲高农踢球。
",0
"他的父亲朱汝瑾在麻省理工学院获得化学工程博士学位，并且任教于圣路易斯华盛顿大学以及布鲁克林工学院，被选为中研院院士，而他的母亲李静贞学习经济学。
",5
"2011年中国足球超级联赛2011赛季，蒋哲主要参加预备队联赛，仅在8月21日长春亚泰主场1比0击败江苏舜天足球俱乐部江苏舜天的比赛得到2分钟的出场时间。
",0
"当地还计划兴建连接体育场到美因茨大学约翰内斯古腾堡大学和美因茨应用科技大学的有轨电车线路。
",0
"颜乐枫于2012年入选香港足球代表队，在2013年9月6日，香港友赛作客缅甸国家足球队时以正选身份上阵，首次为香港出赛。
",0
"1945年时任麻省理工学院校长的卡尔泰勒康普顿收到伊利诺伊大学化学系教授罗杰亚当斯的极力推荐，邀请科普前往麻省理工学院担任化学系主任，1947年科普被选为美国国家科学院院士。
",5
"前609年二月，父亲鲁文公去世，鲁国的正卿东门襄仲和他的母亲敬嬴勾结，打算立公子俀为君，遭到太子傅叔仲惠伯的反对。
",1
"马默比莱姆迪乌夫是塞内加尔足球运动员，司职前锋，现时效力英超球会史笃城足球会史笃城，曾效力于曼联，并被外借到莫迪足球会莫迪及布力般流浪。
",0
"1949年，南部阳一郎被大坂市立大学聘为副教授，次年升为教授，当时年仅29岁。
",5
"蒋国华所留下的国会议席空缺，由妻子曾道玲在接下来的补选中胜出接任。
",1
"柏保路查维亚萨巴列达是一名阿根廷足球运动员，可担任右后卫或中场，现时效力英超球会曼彻斯特城足球俱乐部曼城。
",0
"朱全忠在宣武军首府汴州处决朱瑄，纳其妻。
",6
"昭明，子姓，契之子，相土之父，商汤的十二世祖。
",2
"林哲民，朝鲜职业足球运动员，入选过朝鲜国家少年足球队、朝鲜国家青年足球队及朝鲜国家足球队。
",0
"昂山素季所领导的党派将修宪作为首要目标，并在各国寻求支持，又美英等国政府暗示，修改宪法是他们继续支持这个东南亚国家的前提条件。
",3
"尹信荣，韩国足球运动员，现效力于中国足球超级联赛球队江苏舜天足球俱乐部江苏舜天。
",0
"西梁后梁梁宣帝宣帝曾孙，祖父萧岩为西梁明帝萧岿之弟，在西梁灭亡时逃亡南陈陈朝，陈朝灭亡后被隋文帝所杀。
",0
"陈万水，陕西省岐山县出生，籍贯浙江省仙居县为亲民党主席宋楚瑜的夫人。
",1
"卡迪苏克济科塞纳芒1973年8月11日生于莫肯府成长于孔敬府 塞纳芒的全名叫作基亚提萨克塞纳芒，他是2003年以租借的形式加盟到越南新军黄安嘉莱队的。
",0
"车杜里的俱乐部生涯很幸运的在德国开始，在被勒沃库森引进后，车杜里就被租借给了比勒费尔德足球俱乐部比勒菲尔德，及后再转投法兰克福足球俱乐部法兰克福。
",0
"923年春，李存勖正意图作为唐朝正统继承人称帝，召昭义宦官监军张居翰和节度判官任圜去他所在的魏州，意在给他们在新皇朝的政府中安排职务，但李继韬却对李存勖的企图愈发担忧。
",0
"梅涅特在1861年获得医学博士学位，1875年成为维也纳大学附设精神病诊所的主任医师。
",5
"他们婚后不久，亚历山大六世重新评估那不勒斯提出的联盟要求，那不勒斯的阿方索二世希望能与教宗国联盟借此提升自己的地位与正当性，抵抗法国国王查理八世 查理八世与米兰的斯福尔扎家族。
",6
"蒋孝武，生于重庆，籍贯浙江奉化，蒋经国与妻蒋方良的次子。
",2
"黄量，女，生于上海，原籍浙江宁波市。
",0
"二村昭雄，日本足球运动员，前日本国家足球队成员。
",0
"学者表示，在天体运行论发表60年之后，整个欧洲大陆也仅有约15位天文学家支持哥白尼英国的托马斯迪格斯和托马斯哈里奥特，意大利的焦尔达诺布鲁诺和伽利略伽利莱，西班牙的迭戈祖尼加，欧洲西北低地国家的西蒙斯蒂文还有在德国的最大的支持队伍格奥尔格约阿希姆莱提克斯、迈克尔米斯林、克里斯托夫罗斯曼，以及约翰内斯开普勒。
",5
"德国物理学会还与德国化学学会和法兰克福市共同颁发奥托哈恩奖。
",5
"宪节皇后邢氏，名秉懿，宋高宗赵构元配妻子。
",1
"大山义松，日本足球运动员，前日本国家足球队成员。
",0
"69年韦帕芗韦斯巴芗即位为罗马帝国皇帝。
",0
"第二年，窦德妃生李隆基，另有两女金仙公主、玉真公主。
",4
"由于杜伊勒里宫在1848年革命中遭到抢劫和破坏，革命后建立起的法兰西第二共和国第二共和国将爱丽舍宫定为总统府，但是1851年拿破仑三世路易波拿巴发动政变、改共和为帝制并自称拿破仑三世后，杜伊勒里宫再度成为皇宫。
",2
"吉亚琴托法切蒂哪位意大利球员的球衣号码在2006年被国际米兰宣布永久退役。
",6
"罗森文9岁时随父亲从重庆前往山东，加入鲁能泰山足球学校，2011年加入山东鲁能泰山梯队以山东省男子队 山东青年的名义参加2011年中国足球乙级联赛。
",1
"当时几乎所有粤剧红伶均有演出他编撰的剧本，譬如薛觉先、马师曾、陈锦棠、芳艳芬、红线女、邓碧云、何非凡、麦炳荣、吴君丽、罗艳卿、任剑辉、白雪仙。
",1
"麦克兰恩于1930年获得耶鲁大学学士学位，在1931年获得芝加哥大学的硕士学位，在这段时期，他与欧文朗缪尔合作，写出他生平第一篇论文，内容主要关于物理学方面。
",5
"然而，313年，基督教成立罗马帝国的国教以后，犹大地区的基督教又活跃起来。
",0
"徽宗即位后册立为皇后，生有一子一女宋钦宗和荣德帝姬。
",4
"彭华英的第一任妻子为蔡阿信，是台湾第一位女医师，两人在1924年结婚，但于彭华英赴中国，之后在满洲地区满洲娶了京剧花旦梁惠燕为妻，遂与蔡阿信离婚。
",1
"蔡少棠与他的孪生姐姐，在二次大战期间，生于日本帝国统治下的菲律宾华人家庭中。
",0
"贞明皇后，是日本大正天皇的皇后，也是昭和天皇的生母。
",3
"该赛季，申花引进了乌拉圭着名球星鲁本索萨，但却因为队中矛盾、队伍年轻等种种原因，取得了当时的俱乐部历史最差成绩，老帅徐根宝也于赛季中期黯然下课，由少壮派教练吴金贵接任。
",0
"2004年辛辛那提大师赛，李昆霖带领十多名台湾留学生，他们开了二十多个小时的车程，来为卢彦勋加油，当时比赛进行时，场边没有多少观众，让进行比赛的卢彦勋很受感动。
",0
"5月3日，有球迷在当天的2007年至2008年香港足总杯香港足总杯迎战公民的赛事发起签名运动，以祝福卢志轩。
",0
"法国的路易是法国国王路易十五与妻子玛丽蕾捷斯卡唯一活下来的儿子。
",2
"而外援方面，除了留用中坚贝托迪柏迪拿祖尔祖尔、中场艾特列基祖利亚艾格祖利亚及前锋安基斯外，亦于季初从香港流浪足球会流浪签入国援叶佳，其后进一步增援，签入巴西中锋拉菲尔杜斯山度士比迪利拉菲尔。
",0
"1666年至1667年，郑柞率郑根、郑栋、丁文左等部大举北伐，攻打高平省高平。
",3
"1329年，陈明宗禅位给儿子陈旺，是为陈宪宗。
",2
"由于宋氏兰所生的儿子阮福景、阮福曦、阮福晙全都先于宋氏兰逝世，阮福映遂命阮福胆为宋氏兰戴孝。
",4
"松平赖寿是旧高松藩藩主松平赖聪第八子。
",2
"郑贵妃北京京南大兴区大兴人，明神宗朱翊钧宠妃，明恭宗朱常洵、邠哀王朱常溆、浣怀王朱常治、云和公主、灵丘公主、寿宁公主生母，南明弘光帝祖母。
",3
"通过他或作为阿图姆拉，而被看成是由舒和泰芙努特忒弗努特、盖布盖勃和努特、欧西里斯奥西里斯、赛特塞特、伊西斯和奈芙蒂斯涅弗提斯等组成的九柱神九元神之首和鼻祖。
",3
"2009年夏天，东方足球队东方宣布退出香港甲组足球联赛甲组联赛，自动降落香港丙组足球联赛丙组，作赛，余浩邦遂转投另一支香港甲组足球联赛甲组联赛球队愉园体育会愉园。
",0
"古古是一只雄性大熊猫，于1999年9月25日在四川卧龙国家级自然保护区卧龙中国保护大熊猫研究中心出生，父母分别为盼盼盼盼和唐唐。
",2
"他历仕景行天皇景行、成务天皇成务、仲哀天皇仲哀、应神天皇应神、仁德天皇仁德五朝，为大和王权栋梁之臣。
",3
"进北京后出任中央社会部部长李克农的秘书兼翻译。
",6
"小西行正之子是商人小西隆佐，其有子小西如清、小西行长、小西行景、小西主殿介。
",4
"武庚是商纣王的儿子，幼时聪明好学，因此深受父亲纣王赏识，对其非常关切厚爱，但被继母妲己厌恶，对其非常刻薄冷酷，而且后母妲己还常常排挤逼迫他，直到父亲纣王自焚，继母妲己自缢后，商朝灭亡，周朝建立。
",1
"周汤豪台湾男歌手、演员，母亲为台湾着名艺人比莉，父亲为演员周禹侯。
",2
"梁勇基生于日本大坂府，早年先后就读于泉州朝鲜初级学校、南大坂朝鲜中级学校、大坂朝鲜高级学校和坂南大学。
",0
"女儿林晓霖在1950年从苏联回中国，先被高岗夫妇接到沉阳见母亲张梅，不久又由高岗夫人李力群带林晓霖到北京见父亲林彪、继母叶群，此后林晓霖在北京生活，1958年林晓霖被叶群驱逐到沉阳，户口也迁到沉阳。
",1
"这是比奥甘唯一的奥运队赛事，原因是他落选大军名单，而澳洲奥运队在正赛八强被伊拉克淘汰出局。
",0
"1939年3月，赵洪文国谢绝了国民政府赠送的汽车洋房，也谢绝一些社会名流奉劝赵侗和战友们留在后方休养生息或出国深造的意见。
",3
"神田胜夫，日本足球运动员，前日本国家足球队成员。
",0
"谢瑍生下来就是个白痴，娶南阳刘畅 刘畅的女儿，刘氏是王羲之之女王孟姜的女儿、王献之的外甥女，两人生下了谢灵运。
",3
"父母  父松平赖仪、母藤木氏养父松平赖恕。
",3
"高山忠雄，日本足球运动员，前日本国家足球队成员。
",0
"李珥是李元秀与申师任堂的第三个儿子，出生于江陵市江陵，字叔献，号 号栗谷、石潭、愚斋。
",1
"同胞兄弟织田信长、织田秀孝、织田信包。
",4
"约翰莫斯奎拉，是一名哥伦比亚职业足球运动员，司职前锋 前锋。
",0
"祖素的足球事业始于巴西国内球队戈亚斯体育会戈亚斯，2005年转会至圣保罗足球俱乐部圣保罗，期间为圣保罗赢得巴甲冠军、南美自由杯和世界冠军球会杯。
",0
"克丽奥佩脱拉的父亲是腓力二世 腓力二世，母亲奥林匹亚丝出身伊庇鲁斯摩罗西亚王室，其兄为亚历山大大帝，除此之外她还有一些同父异母的兄弟姊妹，如腓力三世 腓力阿里达乌斯、库娜涅、帖撒罗妮加。
",0
"她是第一位在耶鲁大学艺术与科学学院任职的女性，随后成为了第一位被任命为耶鲁大学艺术与科学学院教授的女性，其丈夫是着名的学者芮沃寿。
",5
"2003年12月29日，彭爱佳与时任立法委员的林益世深夜牵手搂肩，在台北市万华区西昌里广州街被苹果日报记者跟拍，彭爱佳不否认两人有手牵手的行为，表示好朋友私下牵个手，我觉得还好。
",1
"小野毛人，日本飞鸟时代的官僚，遣隋使小野妹子之子，其子为遣新罗使小野毛野。
",3
"维多利亚皇后和俄国亚历山德拉费奥多萝芙娜亚历山德拉皇后的母亲是姐妹，也是英王爱德华七世的姐姐。
",2
"角野荣子是日本东京出生的女性儿童文学、绘本、散文作家。
",0
"25 赉德公主阮福贞慎1826年1904年  阮氏宝  号梅庵，诗人，与阮福永贞、阮福静和并称阮朝三卿。
",4
"1939年，欧战爆发前夕，惠勒与刚从欧洲抵达美国，到普林斯顿大学任客座讲师的玻尔，在普林斯顿大学共同提出核分裂液滴模型理论。
",5
"自1965年迄今，在美国约翰霍普金斯大学任教长达约40年的时间。
",5
"同胞兄弟朝鲜文宗李珦安平大君李瑢临瀛大君李璆广平大君李璵锦城大君李瑜平原大君李琳永膺大君李琰。
",4
"他是迦太基人，原名哈斯德鲁巴，后移居雅典，在柏拉图学院师从卡尔内阿德斯，创立了自己的哲学学派，但后来与其追随者返回学院，并成为领袖。
",6
"生清世宗爱新觉罗胤禛、爱新觉罗胤祚、爱新觉罗允禵。
",4
"虽然胡善祥姿色美丽，又贵为皇后，但是并不得宠，宣宗只宠爱自幼相识，姿色艳美的美人孙皇后 孙贵妃，当时孙皇后 孙贵妃生下女儿常德公主，而胡皇后没有生下儿子，只生下女儿顺德公主和永清公主，于是给了宣宗和孙贵妃借口。
",3
"宁嫔金氏，朝鲜肃宗的后宫嫔御，本贯安东，赠领议政金尚宪之玄孙女，文忠公金寿恒之侄孙女，金昌国与李氏之次女。
",1
"何塞菲娜巴斯克斯莫塔，女性，国家行动党候选人，1961年1月生，曾任社会发展部长、公共教育部长。
",0
"艾巴奥连干马田斯一般称作连干，生于巴西，巴西职业足球运动员，现效力于日本职业足球联赛球会湘南比马队。
",0
"1961年，溥杰被特赦释放，嫮生随嵯峨浩前去中国探望16年未见的父亲。
",3
"郑皓文是香港体育学院足球部青训产品，曾入选香港奥运足球代表队，先后效力过香港流浪足球会流浪、南华足球队南华、香港福建足球队福建、花花足球会花花、香港足球会港会、石硖尾体育会石硖尾、东方足球队东方及淦源足球会淦源。
",0
"邵佳一，出生于北京，中国足球运动员。
",0
"孙奉，孙策孙，孙绍子，封为上虞侯。
",3
"京都大学汤川秀树、朝永振一郎、福井谦一利根川进、野依良治、赤崎勇。
",5
"段越活星一位越南记者、教育家和民主活动家，并多次因批评越南共产党领导而被监禁。
",0
"大谷一二，日本足球运动员，前日本国家足球队成员。
",0
"石崎传蔵，超级人瑞，曾是日本史上最年长男性。
",2
"5月27日柳泽敦，日本足球选手。
",0
"842年，朗达玛被佛教僧人拉隆贝吉多杰刺杀后，那囊氏为了巩固自己的地位，诡称生下了一个有牙的儿子，将云丹拥立为赞普，自己摄政。
",3
"在埃及的亚历山大港，年轻的女学者希帕提娅开馆授徒，她是多神教的教徒，精通数学、天文学。
",0
"晋怀公圉前637年前636年梁嬴梁国人晋惠公。
",3
"1894年入读东京帝国大学数学科，毕业后到哥廷根大学，受教于大卫希尔伯特。
",5
"西川润之，日本足球运动员，前日本国家足球队成员。
",0
"同胞姊妹秋篠宫真子内亲王真子内亲王秋篠宫佳子内亲王佳子内亲王。
",4
"1950年代初荷兰足球还是业余时期，德明克因在锡塔德男孩收取金钱而遭皇家荷兰足球协会判罚禁赛1年。
",6
