Id,Entity_1,Entity_2,Property
6291,古古,林惠,sibling
6292,马修·莱基,墨尔本,birthPlace
6293,人见次郎,日本,deathPlace
6294,溥杰,慧生,child
6295,万多亲王,行世王,child
6296,赤松德赞,穆底赞普,child
6297,织田信秀,津田元秀,child
6298,卫子夫,卫长公主,child
6299,辛岛啓珠,京都府,birthPlace
6300,鲁道夫·克劳修斯,柏林大学,workPlace
6301,清水和男,静冈县,birthPlace
6302,林丹汗,莽骨速,parent
6303,香淳皇后,池田厚子,child
6304,马师曾,红线女,spouse
6305,齐藤浩史,日本,birthPlace
6306,欧阳毅,北京,deathPlace
6307,阿莱克斯·索天卡,锡比乌,birthPlace
6308,阿巴泰,清太祖皇五女,sibling
6309,罗杰·潘洛斯,伦敦大学贝德福德学院,workPlace
6310,王昭君,复株累若鞮单于,spouse
6311,欧根亲王,维也纳,deathPlace
6312,美智子,黑田庆树,child
6313,权纯泰,韩国,birthPlace
6314,查士丁二世,维吉兰提娅,parent
6315,阿佛洛狄忒,堤喀,child
6316,鄱阳公主,王嘏,spouse
6317,朝鲜端宗,敬惠公主,sibling
6318,吴群立,中国,birthPlace
6319,佳贵妃,清宣宗,spouse
6320,松平赖起,松平赖裕,sibling
6321,青嶋文明,日本,birthPlace
6322,阿鲁纳·丹达内,阿比让,birthPlace
6323,锺理和,锺台妹,spouse
6324,李昭皇,陈太宗,spouse
6325,尤金四世,教宗国,deathPlace
6326,海什木,埃及,deathPlace
6327,蒋炳尧,上海市,birthPlace
6328,李子雄,王雅琦,spouse
6329,朱塞佩·罗西,提内克,birthPlace
6330,纪文惠,吴建新,spouse
6331,市川右太卫门,北大路欣也,child
6332,杨慎,黄娥,spouse
6333,迪迪埃·德尚,巴约讷,birthPlace
6334,阮福濒,阮福溙,child
6335,尧仁法亲王,后圆融天皇,sibling
6336,罗伯特·威廉·本生,马尔堡大学,workPlace
6337,施佳懿,上海,birthPlace
6338,桑原乐之,日本,birthPlace
6339,森山泰行,日本,birthPlace
6340,德川赖宣,松平松千代,sibling
6341,耶律十哥,萧高九,spouse
6342,诺森四世,那不勒斯,deathPlace
6343,罗伯特·鲁宾逊,利物浦大学,workPlace
6344,模罕默德·施丹,埃及,birthPlace
6345,克雷芒九世,罗马,deathPlace
6346,李侑菲,林荣奎,parent
6347,林学曦,香港,birthPlace
6348,克丽奥佩脱拉五世,贝勒尼基三世,parent
6349,上田燿司,永岛由子,spouse
6350,福岛大地,日本,birthPlace
6351,布鲁诺·阿尔维斯,波尔图,birthPlace
6352,拿破仑一世,莱蒂西亚·拉莫利诺,parent
6353,克里斯蒂娜·斯卡贝克,波兰,birthPlace
6354,郑棡,郑杠,child
6355,大野忍,日本,birthPlace
6356,咸宜帝,潘氏娴,parent
6357,塞尔日·阿罗什,卡萨布兰卡,birthPlace
6358,宜阳公主,穆寿,child
6359,谢婷婷,谢贤,parent
6360,罗纳尔多,里约热内卢,birthPlace
6361,罗内斯·加瓦维,提济乌祖,birthPlace
6362,田坂和昭,日本,birthPlace
6363,埃德娜·普文斯,好莱坞,deathPlace
6364,路易斯·恩里克,希洪,birthPlace
6365,阿蒙摩斯,雅赫摩斯王后,parent
6366,耶律延寿女,萧恒德,spouse
6367,瓦尔特·鲁道夫·赫斯,苏黎世联邦理工学院,workPlace
6368,秋元康,高井麻巳子,spouse
6369,庄·干维,美迪亚市,birthPlace
6370,童哲,万门大学,workPlace
6371,谭俊彦,狄龙,parent
6372,骆统,骆秀,child
6373,曾荫权,曾鲍笑薇,spouse
6374,马科斯·阿松桑,巴西,birthPlace
6375,费奥多尔三世,玛丽亚·伊利尼奇娜,parent
6376,中泽正隆,日本东北大学,workPlace
6377,朴锺佑,韩国,birthPlace
6378,德马·科瓦连科,乌克兰,birthPlace
6379,周瑜,孙登,child
6380,北信爱,北秀爱,child
6381,贺谷英司,日本,birthPlace
6382,川口能活,静冈县,birthPlace
6383,纳塞赫,沙普尔一世,parent
6384,桥本英郎,日本,birthPlace
6385,德川齐昭,德川昭武,child
6386,矶野修久,日本,birthPlace
6387,利根川进,麻省理工学院,workPlace
6388,仁孝天皇,和宫亲子内亲王,child
6389,贾一平,董晓燕,spouse
6390,黎公荣,越南,birthPlace
6391,竹原欣也,日本,birthPlace
6392,埃德文·范德萨,荷兰,birthPlace
6393,穆阿威叶一世,阿布·苏富扬,parent
6394,马太,埃塞俄比亚,deathPlace
6395,常胤法亲王,尊朝法亲王,sibling
6396,森冈二朗,日本,deathPlace
6397,笠臣·邦迪,巴西,birthPlace
6398,池之上俊一,鹿児岛县,birthPlace
6399,李友邦,严秀峰,spouse
6400,丁善德,上海市,deathPlace
6401,大卫·沙逊,英属印度,deathPlace
6402,孙策,大桥,spouse
6403,叶飞宇,北京市,birthPlace
6404,圣德太子,麻吕古王,child
6405,史葛·麦当劳,澳洲,birthPlace
6406,襄阳长公主,太穆皇后,child
6407,冯祺,上海,birthPlace
6408,吴茵,孟君谋,spouse
6409,劳尔·梅雷莱斯,波尔图,birthPlace
6410,藤本淳吾,日本,birthPlace
6411,得墨忒耳,波塞冬,sibling
6412,阿道夫·乌尔班,苏联,deathPlace
6413,阿肯那顿,基亚,spouse
6414,谢臣,隆德里纳,birthPlace
6415,觉胤法亲王,觉圆法亲王,sibling
6416,渡边卓,日本,birthPlace
6417,辽西公主,贺讷,child
6418,二条为子,二条为道,sibling
6419,冲宗敏彦,广岛县,birthPlace
6420,高桥真一郎,日本,birthPlace
6421,拉美西斯三世,泰伊·美仁尼斯,parent
6422,迪·布朗,杰克逊,birthPlace
6423,祖素,巴西,birthPlace
6424,史蒂芬·辛诺夫斯基,纽约市,birthPlace
6425,金东文,全罗南道,birthPlace
6426,马丁·泰勒,柴郡,birthPlace
6427,冰冰,香冰,child
6428,甸·富文,开普敦,birthPlace
6429,黑田长政,黑田孝高,parent
6430,关浩二,东京都,birthPlace
6431,郭暧,郭晤,sibling
6432,阿佛洛狄忒,埃涅阿斯,child
6433,周信芳,周英华,child
6434,周台英,台湾,birthPlace
6435,浅井万福丸,浅井达子,sibling
6436,雷蒙·巴尔,巴黎,deathPlace
6437,赫伯特·布朗,芝加哥大学,workPlace
6438,西川慎也,县,birthPlace
6439,毛义云,尚纯,spouse
6440,波塞冬,克洛诺斯,parent
6441,马丁·埃文斯,伦敦大学学院,workPlace
6442,拿斯·积及臣,欧登塞,birthPlace
6443,乔·约翰斯顿,奥斯汀,birthPlace
6444,浅野哲也,日本,birthPlace
6445,马克斯·佩鲁茨,剑桥大学,workPlace
6446,朱塞普·科马斯·索拉,法布拉天文台,workPlace
6447,蔡慧康,上海,birthPlace
6448,赫马佛洛狄忒斯,厄洛斯,sibling
6449,施萨·山齐士,卡塞雷斯,birthPlace
6450,斯文·本德,罗森海姆,birthPlace
6451,魏国楚国大长公主,赵頵,sibling
6452,习近平,习仲勋,parent
6453,赵丰,国立中央大学地球科学学院,workPlace
6454,纣,帝乙,parent
6455,楠木正行,楠木正纲,child
6456,巴布泰,清太祖皇八女,sibling
6457,司马道福,王献之,spouse
6458,巴布泰,清太祖皇七女,sibling
6459,德川珠姬,德川胜姬,sibling
6460,谷口圭,日本,birthPlace
6461,松平赖重,松平赖侯,child
6462,郑礼骞,英属香港,birthPlace
6463,埃尔德·波斯蒂加,孔迪镇,birthPlace
6464,雅普·斯塔姆,荷兰,birthPlace
6465,克里斯蒂安·巴纳德,明尼苏达大学,workPlace
6466,阿部正春,保科正贤,child
6467,敬敏皇贵妃,和硕敦恪公主,child
6468,芦欣,天津,birthPlace
6469,松原忠明,静冈县,birthPlace
6470,黎宪宗,黎圣宗,parent
6471,吴阶平,北京医学院,workPlace
6472,孝敬宪皇后,乾隆帝,child
6473,宙斯,得墨忒耳,sibling
6474,珍妮·麦卡锡,芝加哥,birthPlace
6475,宋美龄,蒋经国,child
6476,格伦·西奥多·西博格,曼哈顿计画,workPlace
6477,森本贵幸,川崎市,birthPlace
6478,馨子,林江国,spouse
6479,今村优贵,日本,birthPlace
6480,加来道雄,纽约市立大学,workPlace
6481,科夫,加纳,birthPlace
6482,李天命,徐芷仪,spouse
6483,篠原惠美,渡洋史,spouse
6484,若奥·米兰达·德索萨·菲略,巴西,birthPlace
6485,帕斯卡二世,罗马市,deathPlace
6486,士徽,士祗,sibling
6487,阿波罗,宙斯,parent
6488,池田太,日本,birthPlace
6489,姚力君,上海,birthPlace
6490,阿里·里达,穆罕默德·塔基,child
6491,吴健雄,袁家骝,spouse
6492,金京一,朝鲜,birthPlace
6493,克娄巴特拉一世,拉俄狄刻三世,parent
6494,古俣健次,日本,birthPlace
6495,李志奇,毛显莺,spouse
6496,邓朴方,邓小平,parent
6497,郑春顺,维珍尼亚大学,workPlace
6498,郭咏燊,中国,birthPlace
6499,竹谷睦,日本,birthPlace
6500,李明国,朝鲜,birthPlace
6501,拿破仑·路易·波拿巴,奥坦丝·德·博阿尔内,parent
6502,邓景煌,广州,birthPlace
6503,老傣文,新傣仂文,child
6504,德川宗尹,德川宗武,sibling
6505,胡慎之,胡丽慧,child
6506,尊道法亲王,觉公女王,sibling
6507,和达清夫,日本气象厅,workPlace
6508,侯森,北京,birthPlace
6509,李洪洋,天津,birthPlace
6510,石川淳,东京,birthPlace
6511,溥仪,韫瑛,sibling
6512,保罗·伯格,圣路易斯华盛顿大学,workPlace
6513,德川齐彊,本性院,parent
6514,德斯蒙德·图图,克莱克斯多普,birthPlace
6515,哈雅·宾特·侯赛因,阿丽亚·埃·侯赛因,parent
6516,入井和久,日本,birthPlace
6517,爱德华·波斯拿,澳洲,birthPlace
6518,尊室说,尊室澹,child
6519,耶律长寿,萧古,spouse
6520,文顿·瑟夫,世通公司,workPlace
6521,岛津齐兴,候姬,child
6522,萨沙·德莱恩,金夏沙,birthPlace
6523,克林·鲍威尔,纽约,birthPlace
6524,谢华后,尚清王,child
6525,斯蒂佩·普莱蒂科萨,克罗地亚,birthPlace
6526,桑原乐之,广岛县,birthPlace
6527,达里奥·涅泽维奇,里耶卡,birthPlace
6528,卡尔十四世·约翰,珍·德·圣让,parent
6529,平宗盛,平重衡,sibling
6530,谢斯·洛迪古斯,马德里,birthPlace
6531,埃米尔·博雷尔,巴黎大学,workPlace
6532,许宏锋,香港,birthPlace
6533,廖筱君,林杰焕,spouse
6534,李犹龙,蔡沁瑜,spouse
6535,黑崎久志,栃木县,birthPlace
6536,乔治·伽莫夫,伯克利加州大学,workPlace
6537,马丁·费宁,海布,birthPlace
6538,博比·摩尔,伦敦,deathPlace
6539,林孝贤,林建岳,parent
6540,神乐坂惠,园子温,spouse
6541,池田太,东京都,birthPlace
6542,吴淑芬,台湾,birthPlace
6543,鲁道夫·马库斯,加州理工学院,workPlace
6544,西邑昌一,日本,birthPlace
6545,立原元夫,东京,birthPlace
6546,潘濂,中国,birthPlace
6547,黄锦燊,赵雅芝,spouse
6548,五十岚孝司,日本,birthPlace
6549,本笃十二世,法兰西王国,deathPlace
6550,陈婤,隋炀帝,spouse
6551,细谷一郎,日本,birthPlace
6552,魏武子,魏锜,child
6553,浅井政元,浅井政之,sibling
6554,让·蒂加纳,法属苏丹,birthPlace
6555,约翰·B·古迪纳夫,麻省理工学院,workPlace
6556,桃乐丝·费洛比,霍华德大学,workPlace
6557,杜明洋,中国,birthPlace
6558,亚历山大·里博,巴黎,deathPlace
6559,蔡亚佳度,蔡珦,sibling
6560,圣德太子,久波太女王,child
6561,杜乾焕,槟城,birthPlace
6562,基斯·本森,俄亥俄,birthPlace
6563,罗纳德·穆雷,费城,birthPlace
6564,塔沃斯塔王后,塞提二世,spouse
6565,浅野薰,日本,birthPlace
6566,董贤,董昭仪,sibling
6567,高田寿典,京都市,birthPlace
6568,秦国鲁国大长公主,唐国公主,sibling
6569,赵姬,秦庄襄王,spouse
6570,托马斯·格雷姆,科学和科技皇家书院,workPlace
6571,让·克洛德·容克,卢森堡,birthPlace
6572,杰梅恩·迪福,伦敦,birthPlace
6573,赖慕布,费扬果,sibling
6574,深山静夫,广岛县,birthPlace
6575,乔万娜一世,圣费莱,deathPlace
6576,河野和正,日本,birthPlace
6577,孙国栋,何冰姿,spouse
6578,隋东陆,中国,birthPlace
6579,向坤功,尚熙,child
6580,恬妮,岳华,spouse
6581,桥本雄二,茨城县,birthPlace
6582,阿道夫·路斯,维也纳,deathPlace
6583,久保龙彦,福冈县,birthPlace
6584,万多亲王,保世王,child
6585,小柴昌俊,东京大学,workPlace
6586,忻峰,中华人民共和国,birthPlace
6587,莫里斯·奇克斯,芝加哥,birthPlace
6588,在原业平,在原栋梁,child
6589,李昆霖,台湾,birthPlace
6590,陈圣宗,顺天公主,parent
6591,王宇婕,萧瑶,parent
6592,金奎植,平壤,deathPlace
6593,乌韦·勒斯勒尔,东德,birthPlace
6594,香淳皇后,龟井保子,sibling
6595,詹姆斯·阿莫斯,温德尔,birthPlace
6596,赤祖德赞,没庐妃拉杰莽莫杰,parent
6597,庇护六世,教皇国,birthPlace
6598,法柏斯·莫里奥,法国,birthPlace
6599,赵观涛,台北市,deathPlace
6600,白荣泽,香港,birthPlace
6601,大岛义昌,长州藩,birthPlace
6602,大岳直人,日本,birthPlace
6603,克莱孟一世,罗马帝国,birthPlace
6604,宫下真洋,北海道,birthPlace
6605,大石笃人,日本,birthPlace
6606,松平赖胤,松平赖该,sibling
6607,纟川英夫,中岛飞机,workPlace
6608,教宗美基德,罗马,deathPlace
6609,郑柞,郑欐,child
6610,仙石秀久,仙石忠政,child
6611,圣德太子,殖栗皇子,sibling
6612,野泽正雄,广岛县,birthPlace
6613,马明宇,中国,birthPlace
6614,王冶坪,江泽民,spouse
6615,马查度,巴西,birthPlace
6616,君士坦丁三世,尤多西亚,parent
6617,比尔·奈,康乃尔大学,workPlace
6618,谢晋,徐大雯,spouse
6619,约里斯·马泰森,荷兰,birthPlace
6620,钱景峰,庞杰,parent
6621,巴布泰,清太祖皇五女,sibling
6622,奥坦丝·德·博阿尔内,约瑟芬·德博阿尔内,parent
6623,郑根,郑栋,sibling
6624,郑展龙,香港,birthPlace
6625,约翰·乌达卡,埃努古,birthPlace
6626,新明正广,日本,birthPlace
6627,石末龙治,兵库县,birthPlace
6628,梁赫群,梁修身,parent
6629,马里奥·卡佩奇,哈佛医学院,workPlace
6630,下村幸男,广岛县,birthPlace
6631,佐藤太一,日本,birthPlace
6632,香淳皇后,邦英王,sibling
6633,司马道福,桓济,spouse
6634,范敬宜,北京市,deathPlace
6635,麦可·谢朋,美国,birthPlace
6636,阿尔图尔·博鲁茨,波兰,birthPlace
6637,清云荣纯,山梨县,birthPlace
6638,博迪,翁衮都喇尔,child
6639,泷通世,日本,birthPlace
6640,儒略二世,罗马,deathPlace
6641,黄建逢,台湾,birthPlace
6642,善耆,显琦,child
6643,河野和久,广岛县,birthPlace
6644,苻健,苻洪,parent
6645,拿破仑·路易·波拿巴,路易·波拿巴,parent
6646,何塞菲娜·巴斯克斯·莫塔,墨西哥城,birthPlace
6647,陈廷骅,陈慧芳,child
6648,邓上文,邓英敏,parent
6649,内黄公主,窦勋,child
6650,胡慎之,胡惠星,child
6651,邓景煌,中国,birthPlace
6652,加茂健,日本,birthPlace
6653,黎显宗,黎纯宗,parent
6654,上甲微,王恒,parent
6655,朱琪,中国,birthPlace
6656,高襄嫔,胤祎,child
6657,秦始皇,秦庄襄王,parent
6658,温家宝,温云松,child
6659,维陶塔斯,科斯图提斯,parent
6660,若竹七海,东京都,birthPlace
6661,卡里斯·范·豪滕,莱德多普,birthPlace
6662,波斯赞·施萨,卢布亚纳,birthPlace
6663,韩永进,中国,birthPlace
6664,西纪宽,大坂府,birthPlace
6665,雷蒙德·戴维斯,孟山都,workPlace
6666,中村文昭,日本,birthPlace
6667,阿拉贡的凯瑟琳,伊莎贝拉一世,parent
6668,廖一久,国立台湾海洋大学,workPlace
6669,黎斐,湖北省,birthPlace
6670,曹熊,曹丕,sibling
6671,卞赵如兰,卞学鐄,spouse
6672,汤川秀树,京都大学,workPlace
6673,完者都,阿鲁浑,parent
6674,万巴德,伦敦,deathPlace
6675,李明达,唐高宗,sibling
6676,高原郁夫,日本,birthPlace
6677,织田信秀,织田信直,child
6678,苏洋,中国,birthPlace
6679,嵯峨浩,福永嫮生,child
6680,吴妍华,国立交通大学,workPlace
6681,松平赖恕,松平赖筠,sibling
6682,亚历山大六世,罗马市,deathPlace
6683,小柴昌俊,大日本帝国,birthPlace
6684,约翰·惠勒,普林斯顿大学,workPlace
6685,杨延嗣,杨宗英,child
6686,热罗姆·佩蒂翁·德·维尔纳夫,厄尔·卢瓦尔省,birthPlace
6687,袁浚楠,英属香港,birthPlace
6688,瓦尔达斯·阿达姆库斯,阿尔玛·阿达姆库斯,spouse
6689,路易十三,玛丽·德·美第奇,parent
6690,星川清司,日本,deathPlace
6691,浅井长政,浅井万福丸,child
6692,阿克巴,法泰赫普尔西克里,deathPlace
6693,基奥,喀麦隆,birthPlace
6694,赵元僖,徐国大长公主,sibling
6695,贾汗达尔·沙,德干高原,birthPlace
6696,本多正纯,本多政重,sibling
6697,马精武,李苒苒,spouse
6698,内山胜,静冈县,birthPlace
6699,石恶,石共子,parent
6700,二条为子,二条为冬,sibling
6701,井上香织,日本,birthPlace
6702,里奥·加马奴,巴西,birthPlace
6703,爱德威,沙夫茨伯里的艾尔弗吉夫,parent
6704,何晴,许亚军,spouse
6705,高陆公主,杜预,spouse
6706,顿丘公主,穆姓,spouse
6707,高鑫,王一楠,spouse
6708,茹费理,孚日圣迪耶,birthPlace
6709,庇护一世,罗马市,deathPlace
6710,谢尔盖·尼古拉耶维奇·维诺格拉茨基,圣彼得堡国立大学,workPlace
6711,德川家达,德川达孝,sibling
6712,穆萨·卡齐姆,法蒂玛·马苏玛,child
6713,今邑彩,东京都,deathPlace
6714,山崎真,日本,birthPlace
6715,启,禹,parent
6716,萧统,西梁,child
6717,上庸公主,陆子彰,spouse
6718,周子轩,马德里,birthPlace
6719,若井研治,日本,birthPlace
6720,赫柏,厄倪俄,sibling
6721,何启,雅丽氏,spouse
6722,赫耳墨斯,赫马佛洛狄忒斯,child
6723,长南年惠,日本,birthPlace
6724,春山泰雄,东京,birthPlace
6725,岐阳庄淑公主,唐穆宗,sibling
6726,若泽·萨尔内,巴西,birthPlace
6727,尤里乌什·隆美尔,俄罗斯帝国,birthPlace
6728,常高院,京极高次,spouse
6729,费兰度·路兰迪,潘普洛纳,birthPlace
6730,丹巴·巴亚,法国,birthPlace
6731,玛丽·诺顿,德文郡,deathPlace
6732,槙野智章,广岛县,birthPlace
6733,约翰·亚当斯,约翰·昆西·亚当斯,child
6734,连信仲,神通机构电脑公司,workPlace
6735,溥杰,溥仪,sibling
6736,柴山矢八,鹿儿岛县,birthPlace
6737,小栗旬,山田优,spouse
6738,崇源院,德川胜姬,child
6739,包绶,包景年,child
6740,陈立夫,陈泽容,child
6741,周明增,许不了,parent
6742,萧若元,萧双双,child
6743,李·马荣,纽约市,birthPlace
6744,西蒙·史密斯·库兹涅茨,约翰·霍普金斯大学,workPlace
6745,维尔纳·默尔德尔斯,布雷斯劳,deathPlace
6746,包绶,包彭年,child
6747,李炷烽,金门,birthPlace
6748,卢慕贞,孙娫,child
6749,杨素,杨玄感,child
6750,乔治·韦尔斯·比德尔,加州理工学院,workPlace
6751,翁占秋,龙岩市,birthPlace
6752,周信芳,周采茨,child
6753,立原元夫,日本,birthPlace
6754,约瑟夫·邓福德二世,波士顿,birthPlace
6755,蒋孝章,蒋经国,parent
6756,中村学,日本,birthPlace
6757,汤古代,费扬果,sibling
6758,马也,中华人民共和国,birthPlace
6759,田口玄一,青山学院大学,workPlace
6760,佐田真由美,野村训市,spouse
6761,山田隆裕,日本,birthPlace
6762,辜鸿铭,辜紫云,parent
6763,反町康治,日本,birthPlace
6764,齐己,龙兴寺,workPlace
6765,赵元僖,滕国公主,sibling
6766,阿佛洛狄忒,罗德,child
6767,日莲,久远寺,workPlace
6768,马冲冲,中国,birthPlace
6769,阿列克谢·米哈伊洛维奇·罗曼诺夫,叶夫多基娅·卢基扬诺芙娜,parent
6770,井原康秀,日本,birthPlace
6771,徐志摩,徐积锴,child
6772,上谷公主,宿石,spouse
6773,织田信忠,羽柴秀胜,sibling
6774,朝鲜睿宗,懿淑公主,sibling
6775,赵洪文国,赵侗,child
6776,野野村芳和,日本,birthPlace
6777,加纳孝,日本,birthPlace
6778,希瓦吉,吉查·巴伊,parent
6779,田中裕人,大坂府,birthPlace
6780,约瑟夫·波拿巴,卡洛·波拿巴,parent
6781,苏琳,高高,parent
6782,胡慎之,胡丽娟,child
6783,坂本义行,兵库县,birthPlace
6784,米哈乌·克雷布特·维希尼奥维茨基,格蕾泽尔达·孔斯坦茨娅·扎莫厄斯卡,parent
6785,尊助法亲王,源重信,child
6786,马科斯·塞纳,巴西,birthPlace
6787,萨米尔·纳斯里,法国,birthPlace
6788,薛西斯二世,阿尔塔薛西斯一世,parent
6789,俞万春,大清,deathPlace
6790,顾立雄,王美花,spouse
6791,欧锦棠,万斯敏,spouse
6792,苏卡迪斯·柏柏斯达夫普路斯,希腊,birthPlace
6793,苏洵,苏辙,child
6794,赫耳墨斯,雅典娜,sibling
6795,马西莫·布萨卡,贝林佐纳,birthPlace
6796,费特·普里斯特,英国,deathPlace
6797,林文堂,台湾,birthPlace
6798,黄日华,黄芷晴,child
6799,迪恩·李察士,英格兰,deathPlace
6800,关震,天津,birthPlace
6801,田中孝司,日本,birthPlace
6802,周本,南唐,deathPlace
6803,岩井厚裕,日本,birthPlace
6804,大岳直人,静冈县,birthPlace
6805,阳羡公主,王俭,spouse
6806,伊恩·威尔穆特,罗斯林研究所,workPlace
6807,金溥聪,周慧婷,spouse
6808,浅井长政,京极玛丽亚,sibling
6809,大卫·包孔博,东英吉利亚大学,workPlace
6810,奥斯卡二世,洛克滕堡的约瑟芬,parent
6811,杜瀚滔,香港,birthPlace
6812,肖智,河南,birthPlace
6813,第六代莱切斯特伯爵西蒙·德孟福尔,阿利克斯·德·蒙莫朗西,parent
6814,塚本明正,日本,birthPlace
6815,郑贵妃,朱常溆,child
6816,章文琪,上海,birthPlace
6817,邵庚,天津市,birthPlace
6818,贺谷英司,北海道,birthPlace
6819,江尻笃彦,日本,birthPlace
6820,胡汉苍,徽宁公主,parent
6821,沃特·吉尔伯特,哈佛大学,workPlace
6822,山野孝义,大坂府,birthPlace
6823,李垠,李方子,spouse
6824,后藤纯二,山形县,birthPlace
6825,莫少聪,洪欣,spouse
6826,布莱恩·克拉夫,英格兰,deathPlace
6827,姜文杰,秦沛,parent
6828,域陀·费沙,奥胡斯,birthPlace
6829,约瑟·亨利,奥尔班尼学院,workPlace
6830,德川宗尧,松平赖顺,child
6831,襄阳长公主,窦毅,spouse
6832,小泽通宏,日本,birthPlace
6833,丘建威,英属香港,birthPlace
6834,马修·厄普森,克迪斯美阿,birthPlace
6835,马尔顿·富洛普,布达佩斯,birthPlace
6836,兰多夫·莫里斯,德克萨斯州,birthPlace
6837,美希迪·波路治,摩洛哥,birthPlace
6838,蒂姆·博罗夫斯基,东德,birthPlace
6839,齐中亲王,君子内亲王,sibling
6840,巴特·包克,斯壮罗山天文台,workPlace
6841,孝毅襄皇后,明绍宗,spouse
6842,高圆宫宪仁亲王,崇仁亲王妃百合子,parent
6843,胡慎之,胡丽玲,child
6844,约瑟夫·贝克,俄罗斯帝国,birthPlace
6845,周文重,江苏,birthPlace
6846,芒松芒赞,秦·蒙洁墀嘎,parent
6847,奥地利的安妮,奥地利的玛嘉烈,parent
6848,郭暧,郭昢,sibling
6849,洛必达,法国科学院,workPlace
6850,让·勒雷,法兰西学院,workPlace
6851,织田信忠,织田冬姬,sibling
6852,科林·克莱夫,美国,deathPlace
6853,诸葛亮,诸葛均,sibling
6854,陈家麒,香港,birthPlace
6855,阿瑞斯,厄勒梯亚,sibling
6856,郑信,郑镛,parent
6857,崇源院,德川秀忠,spouse
6858,普劳图斯,罗马,deathPlace
6859,荥阳公主,卢谌,spouse
6860,宫本征胜,日本,birthPlace
6861,马克·柏斯顿,新西兰,birthPlace
6862,拉玛四世,苏丽艳特拉,parent
6863,米山笃志,日本,birthPlace
6864,花园天皇,直仁亲王,child
6865,田假,田建,sibling
6866,乔万娜二世,杜拉佐的玛格丽塔,parent
6867,陈毅维,高雄,birthPlace
6868,教宗法比盎,罗马市,deathPlace
6869,董明珠,朱江洪,spouse
6870,阿佛洛狄忒,阿瑞斯,sibling
6871,保田道夫,日本,birthPlace
6872,让·迪厄多内,法国高等科学研究所,workPlace
6873,黄崇仁,于素珊,spouse
6874,维鲁斯,罗马,deathPlace
6875,林焘,北京大学,workPlace
6876,谈乐轩,英属香港,birthPlace
6877,茶和布底,占婆,birthPlace
6878,永璇,绵懋,child
6879,注音符号,台语方音符号,child
6880,奕譞,奕譓,sibling
6881,织田信秀,乃夫殿,child
6882,阿尔贝·费尔,巴黎第十一大学,workPlace
6883,弗雷德里克九世,梅克伦堡·什未林公国,parent
6884,近藤直也,栃木县,birthPlace
6885,花山英二,栃木县,birthPlace
6886,赵元僖,荆国大长公主,sibling
6887,贾布里勒·西塞,法国,birthPlace
6888,杨贺,中国,birthPlace
6889,阿佛洛狄忒,狄俄倪索斯,sibling
6890,雅典娜,阿佛洛狄忒,sibling
6891,郭宝龙,中华人民共和国,birthPlace
6892,杨赐麟,香港,birthPlace
6893,黎文业,陈如敏,spouse
6894,萧景鸿,邱馨苇,spouse
6895,原田紘介,日本,birthPlace
6896,巴布泰,穆库什,sibling
6897,中井英夫,东京都,birthPlace
6898,燕国长公主,宋太宗,sibling
6899,元季瑶,李彧,spouse
6900,希帕提娅,亚历山大港,birthPlace
6901,高马,克罗地亚,birthPlace
6902,郑宜农,郑文堂,parent
6903,赵治治,中华人民共和国,birthPlace
6904,德川庆喜,德川次郎麻吕,sibling
6905,王飞,辽宁,birthPlace
6906,郑阿春,晋元帝,spouse
6907,格伦·西奥多·西博格,美国原子能委员会,workPlace
6908,志尹南,平壤,birthPlace
6909,杨云娥,黎桓,spouse
6910,友友,加纳,birthPlace
6911,陈圣宗,陈太宗,parent
6912,鲁克蕾齐亚·波吉亚,瓦诺莎·卡塔内,parent
6913,拿破仑七世,拿破崙六世,parent
6914,徐根宝,上海,birthPlace
6915,浅井政元,浅井长政,sibling
6916,杜正夫,日本,birthPlace
6917,柳中庸,萧颖士,spouse
6918,路易吉·伽伐尼,博洛尼亚大学,workPlace
6919,薛凌,陈胜宏,spouse
6920,图密善,罗马,birthPlace
6921,尚居仁,尚维衡,child
6922,延庆长公主,石敬瑭,sibling
6923,王令麟,蔡雪卿,spouse
6924,白文正,魏明春,spouse
6925,玛丽·泰瑞丝,路易十九,spouse
6926,本并健治,日本,birthPlace
6927,穆克塔尔·乌尔德·达达赫,法国,deathPlace
6928,韩无忌,韩厥,parent
6929,宋博轩,天津,birthPlace
6930,詹姆斯·查德威克,柏林工业大学,workPlace
6931,名波浩,日本,birthPlace
6932,司马昭,司马永祚,child
6933,朱塞佩·梅阿查,米兰市,birthPlace
6934,埃里克·海登,麦迪逊,birthPlace
6935,埃拉伽巴路斯,尤利亚·索艾米亚斯,parent
6936,罗慕路斯与雷穆斯,阿尔巴隆加,birthPlace
6937,清泷信宏,伦敦政经学院,workPlace
6938,修齐因,卑谬,deathPlace
6939,吴少阳,沧州,birthPlace
6940,林家亮,温哥华,birthPlace
6941,克雷斯,高卢,birthPlace
6942,萧妙瑜,杨敷,spouse
6943,德川庆喜,德川庆笃,sibling
6944,韩当,韩综,child
6945,罗兰·比歌,美国,birthPlace
6946,尊祐法亲王,致子女王,sibling
6947,莱赫·卡钦斯基,玛丽娅·卡钦斯卡,spouse
6948,华岗,华山青,child
6949,大野英男,北海道大学,workPlace
6950,银霞,章沛霖,parent
